text,tweets_transform,polarity
Really tired. Going to prepare for bed. G'night! ,Really tired  Going prepare bed  G  night,-0.4
@keyannaaa the new story of your life will include magic fountain with me ,new story life include magic fountain,0.3181818181818182
should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep ,going bed  maybe    thinking  put Anastasia laptop fall asleep,0.0
@ijustine http://twitpic.com/1ff65 - I love ur top ,love ur top,0.5
"@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quotSWOPPER&quot to arrive. ",terrible back neck ache  Get good chair  help  waiting quotSWOPPER quot arrive ,-0.10000000000000002
http://twitpic.com/2y2jz - we are so stinkin cute ,stinkin cute,0.5
@Lyndeeezy hahah not yet! but soon. very soon ,hahah yet soon  soon,0.0
@michaelgrainger we have much more than that in common my friend!! ,much common friend,-0.3
@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police,mayer better   wanna come find u save dog  would  4 animal  Call twit police,0.5
@Westneyrhindxx hello westney  what are you doing ?? x,hello westney   x,0.0
@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight ,well night seems pretty boring comparison stroke  experienced tonight,0.01666666666666668
@jephjacques I love the way you draw giraffe eyelashes. ,love way draw giraffe eyelash ,0.5
@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too ,ahhh shiner Bock Austin YES thanks Twitter relive,0.2
@holytshirt Glad to read it! ,Glad read,0.5
spent the evening outside in the beautiful warm weather. finally feels like spring ,spent evening outside beautiful warm weather  finally feel like spring,0.27
pullin an all nighter wit my bffl madison ,pullin nighter wit bffl madison,0.0
@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! ,Thanks putting great event   wait inevitable sequel,0.3333333333333333
@thenub you are too ,,
@jimmycarr that big oaf can play piano? ,big oaf play piano ,0.0
Bryon is my tea bitch ,Bryon tea bitch,0.0
I am gonna help my mom get a twitter ,gonna help mom get twitter,0.0
@lavsmohan...... Yup!! saw the entire match....reached office late.. ,  Yup saw entire match   reached office late  ,-0.15
"going to bed. My bb isn't working &amp I'm bored.  Night all. Love me harder tomorrow, than you did today. Peace, Prayers, &amp Blessings.",going bed  bb  working amp  bored  Night  Love harder tomorrow  today  Peace  Prayers  amp Blessings ,-0.03333333333333333
@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon ,BOOGIE ya trying beat traffic ya hope back soon,0.0
@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side ,driving Old madras road bike concept called parking side,0.1
@upstatement can I apply to be in your class too? ,apply class ,0.0
is reading manga  http://plurk.com/p/mzp1e,reading manga,0.0
@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.,Thanks   seemed right moment  love show  song bring joy ,0.44642857142857145
@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. ,Mane ROflmao  niqqa please  ackin  fool ,0.0
@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 ,,
@LindzNicole so let's make it right! ,let  make right,0.2857142857142857
@rhonda_brown thanks for the tip on Sam's Club! ,brown thanks tip Sam  Club,0.2
@KourtneyKardash yep Mornings are the Best! nighttime is chill time ,yep Mornings Best nighttime chill time,1.0
@pocketfulofme yay!!! hehe TWINS ,yay hehe TWINS,0.0
@jolilore Thank you ,Thank,0.0
"&quotCity of Ember&quot was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD",quotCity Ember quot AWESOME finish book read next one  one    Time bed possibly  know  really  XD,0.3
@trugiaz You and i mate! ,mate,0.0
 just watched the movie Wanted... it was pretty darn good.,watched movie Wanted  pretty darn good ,0.475
just got home from Neil's. watched Nick &amp Nora's Playlist... pretty funny  ,got home Neil   watched Nick amp Nora  Playlist  pretty funny,0.25
@donniewahlberg hell yeah! there's the effin man! ,hell yeah  effin man,0.0
@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people ,Dont lazy     try   tool make life easy lazy people,-0.022222222222222216
Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! ,Thinks everyone need go buy Tina Parol  song  Got Money iTunes ,0.0
can't wait for vegas , wait vega,0.0
@theDebbyRyan Hey Debby ,Hey Debby,0.0
One sixty six in bowling. Holy shit lol ,One sixty six bowling  Holy shit lol,0.30000000000000004
and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are),bed amazing night chatting pretty amazing guy  know ,0.4833333333333334
"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ) I'm doing great, thanks. How about you? ",coincidence stalking Twitter feed GSoC news    great  thanks  ,0.5
Trying to figure out a way to pay it forward ,Trying figure way pay forward,0.0
oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!,oh oh oh gonna go buy Twilight DVD today extend overdraft 2nd time many week may aswell,0.25
my very first twitter  awww,first twitter awww,0.325
@SimonBotes glad you like ,glad like,0.5
@theaptour thanks so much ,thanks much,0.2
 Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&ampcatalog_num=3&ampmart_id=lutsdoll&amplevel=yes&ampmother_catalog_num=554,Please  ,0.0
@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs ,haha saw one day  sad   entirely addicted site  endless laugh,-0.10499999999999998
@lolly2420 this is nuts! thanks  I am dying over heah!,nut thanks dying heah,0.2
"@markhoppus hey mark, i want to know if the song &quotLife's So Boring&quot is really blink 182 , please tell me  doubt been on my head for years",hey mark  want know song quotLife  Boring quot really blink 182  please tell doubt head year,-0.4
just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon ,got home school   meant getting hair cut   cbf  lol dancing soon,0.8
Awwh babs... you look so sad underneith that shop entrance of &quotYesterday's Musik&quot  O-: I like the look of the new transformer movie ,Awwh babs  look sad underneith shop entrance quotYesterday  Musik quot  like look new transformer movie,-0.18181818181818182
@lauredhel I just friended you on LJ ,friended LJ,0.0
eating ice cream to reduce the heat ,eating ice cream reduce heat,0.0
wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(,wow san diego beautiful  even whats good game without good fight ,0.39
@epistemographer @digitalhumanist Doing a disciplinary PhD with the support/structure of a New Media program like that sounds heavenly ,disciplinary PhD support structure New Media program like sound heavenly,0.2681818181818182
@thornbek Erin Esurance is so hot. Carry on ,Erin Esurance hot  Carry,0.25
@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope.,yet  beleive red carpet sighting hope ,0.0
the cars in Fast and Furious get me excited ,car Fast Furious get excited,0.2875
@comeagainjen Jennifer ,Jennifer,0.0
@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!,WallE great battle stress  Yay staying night homework together,0.8
@honeytech Happy Morning! ,Happy Morning,0.8
"@SashaKane Um, my kids get up at 5am &amp need their breakfasts cooked, you ready? ",Um  kid get 5am amp need breakfast cooked  ready ,0.2
@saad_83 I wasn't late  I was right on time,83  late right time,-0.007142857142857145
@myk14 Thanks buddy *high fives* hehe ,Thanks buddy high five hehe,0.18
@sytycda Could not agree more!The unison&amp committment was incredible.Considering the pressure they r under made it all the more amazing ,Could agree unison amp committment incredible  Considering pressure r made amazing,0.75
@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA ,cooler want babiiesss OO HAHAHAHA,0.2
@reesh heyyyyyy want to hook it up!! lol ,heyyyyyy want hook lol,0.8
Saddle Ranch Comedy night. Then back to the boy's house ,Saddle Ranch Comedy night  back boy  house,0.0
Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over ,Today performed first last time Grebel talent show  4 exam left undergrad,0.08333333333333333
@xShorty4Lifex white!! ,white,0.0
@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl ,embrace simple life  simple thing like new kid reunion make extremely happy girl,0.2340909090909091
had a wonderful Portland evening! Thanks Carrie ,wonderful Portland evening Thanks Carrie,0.6
6:37 in the morning and haven't been sleep   YAY!,6  37 morning  sleep YAY,0.0
Headed off to Wal*Mart for more boxes. Uber excited ,Headed Wal Mart box  Uber excited,0.375
@axisportals scowls are a lot more temporary than adulthood ,scowl lot temporary adulthood,0.0
I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. , melting  sigh Serendipity sweet sweet movie  love ,0.39999999999999997
@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You,wake ah Jon tweet  Best start day thx Jon love,0.75
Got an inspiration -&gt dyeing my hair! ,Got inspiration gt dyeing hair,0.0
just  created this account...looking around ,created account  looking around,0.0
@amyg0716 I'm gunnna do both of those things , gunnna thing,0.0
(@thuquoc) jizzin' in my pants excited about seeing ARMIN VAN BUUREN tomorrow ,  jizzin  pant excited seeing ARMIN VAN BUUREN tomorrow,0.375
@rogieking Congrats on the newborn! Our first is due in June ,Congrats newborn first due June,0.0625
Dodgers beat the Padres  Go Blue!,Dodgers beat Padres Go Blue,0.0
@jbruin lol esp when your updates hit my phone... ,lol esp update hit phone ,0.8
@JonathanRKnight I'm just glad you appreciate Iowa.    Come back in late summer when they're cutting hay...  best..smell.. EVER!, glad appreciate Iowa  Come back late summer  cutting hay  best   smell   EVER,0.12000000000000002
@vuittonretarded  awww. Is there anything i can do ,awww  anything,0.4
But I do not mind.  Goodnight,mind  Goodnight,0.0
@mistressathenax oh lets let it be a surprise. ,oh let let surprise ,0.0
Proud future member of the R.B. ,Proud future member RB,0.4
@miss_tattoo heyy!  you got those pictures of Donnie's gift on the USB stick?! ,tattoo heyy got picture Donnie  gift USB stick ,0.0
Giant Drag &quotWicked Game&quot ? http://twt.fm/32811 #musicmonday - Better than the original &amp the commercial promo song for Nip/Tuck season 5! ,Giant Drag quotWicked Game quot  musicmonday Better original amp commercial promo song Nip Tuck season 5,0.0625
@web20classroom Fabulous post about WordAhead!  And overall loved your blog.,Fabulous post WordAhead overall loved blog ,0.3666666666666667
Much Luv to @espressowoman54 &amp @tommyruffin who's now following me on twitter!! ,Much Luv amp  following twitter,0.1
@KendallMassey @jclayville rocks. But don't tell her I said that ,rock   tell said,0.0
@Tiandrance ,,
@yoavsegal Morning ,Morning,0.0
finally back on twitter ,finally back twitter,0.0
God sho love him some me  feeling really really blessed tonight++++++,God sho love feeling really really blessed tonight,0.35
@adamdexter i can't wait to see you buddy , wait see buddy,0.0
@allan_at_rogue thanks Allan! They are photos from a Joolz Soiree I held up in Brisbane last year ,atrogue thanks Allan photo Joolz Soiree held Brisbane last year,0.1
there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html,link enjoy dark chocolate within post  ,0.125
ahhh loved this sunny day....I am working a good sun burn on my nose ,ahhh loved sunny day   working good sun burn nose,0.7
@FoamingBBQ I had to read it last semester.  By &quotread&quot I mean skim for keywords and read online outlines.   Got an A too ,read last semester  quotread quot mean skim keywords read online outline  Got,-0.15625
@dalecruse Yay! Love Box.net  My first business partner Sam Ghods is on the founding team. SO proud of him 4 building an excellent utility,Yay Love Box  net first business partner Sam Ghods founding team  proud 4 building excellent utility,0.51
@JonathanRKnight Glad to hear that you had such a great night! You rock &amp I hope tonight is just the 1st of many feel good shows for you! ,Glad hear great night rock amp hope tonight 1st many feel good show,0.625
Anyone else catch Scott Bakula's &quotOh Boy&quot in #Chuck tonight?  ,Anyone else catch Scott Bakula  quotOh Boy quot Chuck tonight ,0.0
@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true ,medium trip  period  guard mind  along heart   fret m  badu UR BEST true,0.675
@theDebbyRyan  where!!?!? , ,0.0
@Laatina MONDAYS ARE WHAT YOU MAKE OF IT. ,MONDAYS MAKE ,0.0
Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers ,Well past two day 45 min  sleep   going watch TV laying bed try sleep   Night peeper,-0.25
I'm officially going to bed! Goodnight , officially going bed Goodnight,0.0
I now have painting clothes!   ,painting clothes,0.0
@msaleem LOL not yet my brutha from anotha mutha ,LOL yet brutha anotha mutha,0.8
ryanrossfanz  &lt-- FOLLOW THEM!  Ryan is uber!,ryanrossfanz lt FOLLOW Ryan uber,0.0
@JonathanRKnight you close your eyes and pick one and hit reply. ,close eye pick one hit reply ,0.0
@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more ,Connections Academy great family  thousand across country Happy tell,0.8
#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! ,nightcard Star  wonderful card new beginning Ankie 1  0 Welcome,0.6454545454545454
Loves the German bakeries in Sydney. Together with my imported honey it feels like home ,Loves German bakery Sydney  Together imported honey feel like home,0.0
I'm an uncle now! , uncle,0.0
@katiehayes415 Levon...couldn't have said it better my self.  ,Levon   said better self ,0.5
@DolfinFan  Our picnic will be fabulous!,picnic fabulous,0.4
@DaveJMatthews Welcome back to NYC! ,Welcome back NYC,0.4
@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!,Sorry talking best friend   havent replied talk,0.25
@corinmcblide oh ok then i am gonna go and buy one for when i come up there ,oh ok gonna go buy one come,0.5
tafe quiz then PHOTOSHOOT with my sezdawg ,tafe quiz PHOTOSHOOT sezdawg,0.0
@berofx: good luck with your challenge , good luck challenge,0.7
oh oh found some clothes!!  And i love em xD,oh oh found clothes love em xD,0.5
Rocking out to No Doubt and gonna start up some more Neverwinter Nights ,Rocking Doubt gonna start Neverwinter Nights,0.0
keepin it real.  ,keepin real ,0.2
&lt#¿NOMBRE?,lt NOMBRE ,0.0
Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. ,good time Eat n Park drinking latte playing Munchkin Impossible ,0.016666666666666663
@momentbymoment1 - I'm sure you and your site will! , sure site,0.5
@JonathanRKnight Good luck with the cruise!! Your gonna need it! ,Good luck cruise gonna need,0.7
@BrittyDS Don't blame me.  I just like good things. ), blame  like good thing  ,0.7
@darkknight808 okay! I think little oven again on wednesday!  7-9pm?,okay think little oven wednesday 79pm ,0.15625
@LoriGama that's most excellent  lotsa people loving you hehe *Winks*, excellent lotsa people loving hehe Winks,0.8
is now using windows and tweetdeck... temporarily... ,using window tweetdeck  temporarily ,0.0
I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/,Joined ShoeDazzle Society Excited  wait Shoe selection Link ,0.375
"@robgokeemusic I know - I should have made some, taken them to my meetings &amp I should have foreseen my sister was going 2 pick up a stray ",know made  taken meeting amp foreseen sister going 2 pick stray,0.0
@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want ,DIRECT MESSAGE u u  whatever want,0.1
@mars2thestars here it is  http://tinyurl.com/hecklerxyz,,
Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad ,Week 2 fitness challenge  starting strong  submitted stats night  bad,-0.08888888888888885
Your Following for a Reason.....  www.facesbyrozzj.com,Following Reason    www  facesbyrozzj  com,0.0
"@mileycyrus Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! D Lovin' ur humor so mucho! More power 2 u! ",Juz watchin  3 eps  show HM  must say instantly became fan ur Lovin  ur humor mucho power 2 u,0.0
I have a new background  It didn't exactly work how I wanted but I was bored with the old one.,new background  exactly work wanted bored old one ,-0.0034090909090909102
If you are at #Paragon please vote my work!  LOL,Paragon please vote work LOL,0.8
@mrskutcher I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! ,keep forgetting different time zone normal see  tweet  morning  10  45pm,0.075
@mantia Do you have an example of the animation? I mean a youtube video or something? I'm curious to see it work. Snowing there too? ,example animation  mean youtube video something   curious see work  Snowing ,-0.20625
@TheRudeTypist Need an invite to hunch? ,Need invite hunch ,0.0
@JonathanRKnight Thought you were a Mac ,Thought Mac,0.0
@JonathanRKnight Maybe Jordan could help you answer a few? Just an idea.. ,Maybe Jordan could help answer  idea  ,0.0
"Finally made my map of Panama. &quotWhat's a Panama, is that like an animal?&quot Haha love my friends ",Finally made map Panama  quotWhat  Panama  like animal  quot Haha love friend,0.2333333333333333
@ManyaS ,,
@ddlovato I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! ,gladly give squirrel Jenny  house join u  SQUIRREL   kill two bird one stone,0.5
Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol ,Got vocal done time best part  music track bed whichever wanna call lol,0.9
@dfizzy Hey There ! How are you today? ,Hey today ,0.0
@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up ,dip lol wasnt complaining making sure wasnt getting cleared,0.65
@mademoiselledee That is one freaky movie. I like &quotI got life&quot ,one freaky movie  like quotI got life quot,0.0
Megan is hanging out ,Megan hanging,0.0
Going to bed and then up early to prep for an interview in Cleveland tomorrow ,Going bed early prep interview Cleveland tomorrow,0.1
A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs,healthy remedy dog dog,0.5
That was sick. Soma rocks. ,sick  Soma rock ,-0.7142857142857143
@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..,yep   lol bored  Edward hunting guy  ,0.15000000000000002
@victoriaerin HEYYYYYYYYYYY YOU ,HEYYYYYYYYYYY,0.0
"Studying philosophy and math... &lt----BLAH aka listening to music and on twitter, facebook, and myspace ",Studying philosophy math  lt BLAH aka listening music twitter  facebook  myspace,0.0
@JonathanRKnight There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?,way earth answer everyone ask Donnie got gift 9 yr old lastnight ,0.1
on my psp browser for the first time in over a year ,psp browser first time year,0.25
@aparajuli good luck to you ,good luck,0.7
Is glad the Angels won their first game of the season. ,glad Angels first game season ,0.11666666666666665
@misstoriblack I have absolutely no doubt that I will!  here's to your continued success ,absolutely doubt  continued success,0.25
Another day in the office... 2 days to go.  http://twitpic.com/2y2y1,Another day office  2 day go ,0.0
@mattimassacre nice  yeah so wish I could afford those things,nice yeah wish could afford thing,0.6
@loic I want to see that too! But it'll take so long to get 800 friends.. ,want see  take long get 800 friend  ,-0.05
Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. ,Uploading greatest cartoon Newspaper ever regarding Twitter ,1.0
Studying with friends!  that's my update,Studying friend  update,0.0
@piercethevic im glad everythings going good for you guys ,im glad everythings going good guy,0.6
@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? , happen still NYC gig Friday Saturday next week ,0.0
ty  @GR8FL - soon I upload too  Emmylou Harris ï¿½ I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc,ty soon upload Emmylou Harris ï ½  Baby Tonight  GR8FL  ,0.0
cheeck thiss hand cuz im marvelous ) boy.. idk hoow im gona make it threw this weeeek ,cheeck thiss hand cuz im marvelous  boy   idk hoow im gona make threw weeeek,1.0
Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! ,Watching Seven Pounds mom  hope dont fall asleep  AfterMidnightProject TOMORROW,0.0
@nerdist  That photo IS Vegas ,photo Vegas,0.0
@elissakim  yeah!  opening day too!,yeah opening day,0.0
@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! ,feel hate working result MAJOR look good feel good,0.16562499999999997
@fmsQuatro the A's are my AL team , AL team,0.0
had a really good day    off to do some shoppping,really good day shoppping,0.7
@kamy775 ok..I did it...hope it works now ,ok    hope work,0.5
@amp451 good night  sweet dreamz,good night sweet dreamz,0.5249999999999999
@i140 I hope that Scentsational doesn't get dissed ,hope Scentsational  get dissed,0.0
will invite people to twitter. ,invite people twitter ,0.0
@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news ,Coming soon enough friend Big project work Good new good news,0.30727272727272725
@cookrn woohoo!  yeah that day i was rockin it hard core  ,woohoo yeah day rockin hard core,-0.2916666666666667
@imalcolmjames no internship yet but ive got a place to stay. w/ any luck i'll spend some time in teaneck before heading back to utah ,internship yet ive got place stay  w luck  spend time teaneck heading back utah,0.0
@larryczerwonka Exactly!! ,Exactly,0.25
i wonder how long i can stay up until i pass out and wake up again at 6 ,wonder long stay pas wake 6,-0.05
@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp caffeine!! ,Great word wisdom DDub tell doctor let alcohol amp caffeine,0.8
@Jonathanrknight so good knight and sleep well.  I know I will now!! ,good knight sleep well  know,0.7
exhausted! but glad i got to see UNC become national champs!  ,exhausted glad got see UNC become national champ,0.04999999999999999
Centrelink wasnt as bad as I thought it was going to be !!!! ,Centrelink wasnt bad thought going,-0.6999999999999998
@davesjessica wouldn't want you any other way! , want way,0.0
Is hella excited cuz the Italian is here ,hella excited cuz Italian,0.1875
Jasmine and Bohdi are here for the holidays!! ,Jasmine Bohdi holiday,0.0
@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?, good strange dream last night hey dreamin  mean  sleepin   morning ,0.08437499999999998
going outside to jump on my trampoine  WOOOT!,going outside jump trampoine WOOOT,0.0
@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt3 (L) ps everythins cool with my mates ,today rad  made final cross country YAY  love sophie lt3  L  p everythins cool mate,0.2125
@Suai Oh &quotShooter&quot is a good movie!  Only seen it once tho.  Gotta put that back on my &quotto watch&quot list! ,Oh quotShooter quot good movie seen tho  Gotta put back quotto watch quot list,0.35
@DonnieWahlberg I can tell u have spoken. FB &amp Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...,tell u spoken  FB amp Twitter Fire right Hope ur feelin better love  great night ,0.5214285714285714
@TheAshBall ,,
nodame cantabile is &lt3. I think I'm falling in love with classical music. ,nodame cantabile lt3  think  falling love classical music ,0.25
@markegli &amp @kariegli the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. ,amp dinner menu week something pastay  cheese   also chicken noodle soup ,-0.6
on facebook ,facebook,0.0
@Croconaw goodnight ,goodnight,0.0
just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!,got back starbucks   tried tea lemonade good miss gg already  1st one,0.35
BOOM BOOM POW-oops ,BOOM BOOM POWoops,0.0
The Super Red Diva !!!  Stupid University ,Super Red Diva Stupid University,-0.15555555555555553
This latest episode of NewNowNext is like full of awesome! ,latest episode NewNowNext like full awesome,0.6166666666666667
@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&ampB-would love to work there!, PBnJen  Thanks great tour making even excited work PR Rock ampBwould love work,0.46875
@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. ,give joy   year  amazing man lucky know ,0.5777777777777778
Artistic affirmation from a drunk lady was kinda just what I needed! ,Artistic affirmation drunk lady kinda needed,-0.08333333333333334
@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow ,Honey goodnight really early morning busy day catch later tomorrow,0.06666666666666667
Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry ,Lamb Chowmein dinner tonight   hhhmmm slightly roasted buttered dinner roll YUM YUM YUM  hungry,-0.16666666666666666
tweeting from my brand new Sony PSP... just because I CAN!!  ,tweeting brand new Sony PSP ,0.13636363636363635
@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! ,Hey go tour sometime brother Metro Station freakin awesome,1.0
@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! , seen Flickr  fallen love Wonderful Awesome ,0.8333333333333334
@danielc Sorry it wasn't Wrath of Khan.  But we made do. ,Sorry  Wrath Khan  made ,-0.5
"juggernaut, dr. doom, magneto, &amp xavier!  ahahah today was a good day n__n",juggernaut  dr  doom  magneto  amp xavier ahahah today good day nn,0.7
@ricardooooo we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then , geek next time Tahoe need get miss vicky jay reciting star war,0.0
 aww dont make me blush!,aww dont make blush,0.3
trying to figure this thing out ,trying figure thing,0.0
watching &quotThe Princess Bride&quot I want a Wesley!!! ,watching quotThe Princess Bride quot want Wesley,0.0
@lisaholmes you can buy my fiances duplex in Terwillegar ,buy fiance duplex Terwillegar,0.0
@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!,could really eat cheese hankering austrian smoked cheese  YUM,0.2
@ddlovato I am so FUCKING jealous of you girl. Have fun though  xxx,FUCKING jealous girl  fun though xxx,-0.15
@ThaStevieG my bunnys name was Lucy  you can go ahead and guess who she was named after lmao,bunny name Lucy go ahead guess named lmao,0.6
@pixelpipe any updates for iPhone OS 3.0 yet? I miss you guys ,update iPhone OS 3  0 yet  miss guy,0.0
